Número de Incendio,Clave del incendio,Grados,Minutos,Segundos,Grados,Minutos,Segundos,Clave municipio,Estado,Municipio,Predio,Causa,Fecha Inicio,Fecha Termino,Mes Acontecimiento,Duración días,Tipo de incendio,Tipo Vegetacion,Tipo Impacto,Arbolado Adulto,Renuevo,Arbustivo,Herbaceo,Hojarasca,Suelo Organico,Total Hectareas,Tamaño,Deteccion,Llegada,Duracion HMS,Duracion H,Costos MXN,Superficie Salvada,CO2 emitido,CO2 Evito emitir,Region
28,17-11-0028,20,58,39.78,101,15,30.08,15,Guanajuato,Guanajuato,Ejido Puentesillas,ACTIVIDADES AGROPECUARIAS,09/04/2017,10/04/2017,abril,2 a 3 Días,Superficial,Pastizal Natural - PN,IMPACTO MÍNIMO,0,0,3,6,0,0,9,6 a 10 Hectáreas,00:10:00,00:20:00,22:15:00,22.25,4492,131.84,107.43,1637.51,Occidente
200,17-14-0200,20,27,43.6,104,23,2.7,62,Jalisco,Mixtlán,Las Majadas,OTRAS CAUSAS,05/04/2017,06/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,12,50,90,0,152,Mayor a 100 Hectáreas,00:20:00,00:15:00,22:30:00,22.5,23088,2319.53,4787.44,72970.2,Occidente
107,17-10-0107,23,50,58,105,17,36.7,23,Durango,Pueblo Nuevo,EJIDO JOSÉ MARÍA MORELOS,FUMADORES,29/04/2017,30/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,36,10,0,46,21 a 50 Hectáreas,00:10:00,00:50:00,22:30:00,22.5,20654,701.13,2448.86,37325.58,Norte
25,17-11-0025,21,24,35.5,101,35,36.3,30,Guanajuato,San Felipe,Potrero de Guadalupe,OTRAS ACTIVIDADES PRODUCTIVAS,02/04/2017,04/04/2017,abril,2 a 3 Días,Mixto,Bosque de Encino-Pino - BQP,IMPACTO MODERADO,0,0,146,160,0,0,306,Mayor a 100 Hectáreas,00:05:00,00:15:00,22:30:00,22.5,14904,4657.96,10935.55,166679.66,Occidente
7,17-25-0007,26,32,5.8,108,24,10.1,7,Sinaloa,Choix,Agua Caliente Grande,OTRAS CAUSAS,08/04/2017,09/04/2017,abril,2 a 3 Días,Superficial,Selva baja caducifolia - SBC,IMPACTO MÍNIMO,0,0,0,160,0,0,160,Mayor a 100 Hectáreas,01:30:00,02:40:00,22:30:00,22.5,12862.84,2438.72,11328.68,172671.68,Noroeste
198,17-07-0198,16,56,32.5,92,57,27.6,85,Chiapas,Soyaló,Ejido Soyaló,FUMADORES,03/04/2017,05/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,19,0,0,0,19,11 a 20 Hectáreas,18:05:00,05:25:00,22:30:00,22.5,9376.2,289.6,597.72,9110.49,Sureste
302,17-14-0302,20,16,4.6,103,57,59.4,88,Jalisco,Tecolotlán,La Mesa,ACTIVIDADES AGROPECUARIAS,25/04/2017,26/04/2017,abril,2 a 3 Días,Superficial,Selva baja caducifolia - SBC,IMPACTO MÍNIMO,0,0,7,75,46,0,128,Mayor a 100 Hectáreas,01:15:00,01:00:00,22:30:00,22.5,7993.52,1953.41,9074.27,138310.01,Occidente
33,17-06-0033,19,1,21.3,103,38,6.6,6,Colima,Ixtlahuacán,TINAJAS,ACTIVIDADES AGROPECUARIAS,10/04/2017,11/04/2017,abril,2 a 3 Días,Superficial,Selva mediana subcaducifolia - SMS,IMPACTO MÍNIMO,0,0,9,0,40,0,49,21 a 50 Hectáreas,01:00:00,14:00:00,22:30:00,22.5,5293.6,744.72,1411.97,21521.19,Occidente
324,17-16-0324,19,34,24.7,100,16,2.6,61,Michoacán,Ocampo,Ejido Asoleadero,INTENCIONAL,05/04/2017,06/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,2,5,0,7,6 a 10 Hectáreas,00:15:00,00:10:00,22:30:00,22.5,1940,106.54,372.12,5671.87,Occidente
114,17-08-0114,28,2,49.93,107,32,54.81,9,Chihuahua,Bocoyna,Ej. Talayotes,FOGATAS,16/04/2017,17/04/2017,abril,2 a 3 Días,Mixto,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,1,8,0,8,0,17,11 a 20 Hectáreas,00:05:00,01:00:00,22:35:00,22.58,5382,259.11,608.33,9272.1,Norte
147,17-10-0147,23,40,8.2,105,28,51.2,23,Durango,Pueblo Nuevo,EJIDO EL BRILLANTE (MESA DE LA CHIVA),FUMADORES,20/04/2017,22/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,3,4,0,7,6 a 10 Hectáreas,00:30:00,01:00:00,22:40:00,22.67,24771,100.6,236.17,3599.76,Norte
160,17-13-0160,20,9,46,98,37,41,45,Hidalgo,Omitlán de Juárez,P.P. Benita Fragoso,INTENCIONAL,01/04/2017,02/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,0,0,0,0,0 a 5 Hectáreas,00:05:00,00:10:00,22:45:00,22.75,4345,4.57,9.44,143.85,Centro
101,17-30-0101,19,35,5.5,97,10,21.3,128,Veracruz,Perote,Pequeñas Propiedades,INTENCIONAL,05/04/2017,06/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,2,7,0,0,0,9,6 a 10 Hectáreas,00:15:00,00:20:00,22:50:00,22.83,9280,133.37,465.82,7099.97,Centro
28,17-23-0028,18,47,26.5,88,41,55.29,10,Quintana Roo,Bacalar,San Roman,ACTIVIDADES AGROPECUARIAS,04/04/2017,17/04/2017,abril,Mayor de 7 Días,Superficial,Selva mediana subperennifolia - SMQ,IMPACTO MÍNIMO,0,0,1695,0,0,0,1695,Mayor a 100 Hectáreas,47:00:00,13:00:00,23:00:00,23,2429218.27,25837.63,48987.07,746660.96,Sureste
78,17-05-0078,28,12,3.82,102,7,40.42,31,Coahuila,San Buenaventura,El Quemado ,NATURALES,24/04/2017,09/05/2017,abril,Mayor de 7 Días,Mixto,Matorral Desértico Rosetófilo - MDR,IMPACTO MODERADO,150,0,1950,900,132,0,3132,Mayor a 100 Hectáreas,14:30:00,32:30:00,23:00:00,23,1347830.03,47737.94,66623.64,1066557.92,Noreste
174,17-12-0174,18,36,14.64,99,36,25.43,60,Guerrero,Tetipac,"Chontahuatlan, San Gregorio, San Antonio",CAZADORES,25/04/2017,29/04/2017,abril,4 a 7 Días,Superficial,Bosque de Encino-Pino - BQP,IMPACTO MÍNIMO,0,0,78,75,45,30,228,Mayor a 100 Hectáreas,00:30:00,00:00:00,23:00:00,23,146186.6,3471.06,8149.06,124207.98,Centro
389,17-14-0389,20,30,53.33,103,29,31.85,97,Jalisco,Tlajomulco de Zúñiga,Toltepec,INTENCIONAL,29/04/2017,02/05/2017,abril,4 a 7 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,185,200,400,0,785,Mayor a 100 Hectáreas,01:00:00,01:10:00,23:00:00,23,121075,11965.12,24695.69,376411.71,Occidente
92,17-32-0092,22,53,56.1,103,49,52.59,49,Zacatecas,Valparaíso,Sierra de Peña Blanca,INTENCIONAL,30/04/2017,05/05/2017,abril,4 a 7 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,73,380,350,0,803,Mayor a 100 Hectáreas,00:30:00,00:45:00,23:00:00,23,58204.9,12240.24,28736.59,438003.17,Occidente
532,17-16-0532,18,42,19.3,100,51,35.24,38,Michoacán,Huetamo,P.P. Cerro de Cupandarillo,ACTIVIDADES AGROPECUARIAS,16/04/2017,20/04/2017,abril,4 a 7 Días,Superficial,Selva baja caducifolia - SBC,IMPACTO MÍNIMO,0,0,0,61,115,0,176,Mayor a 100 Hectáreas,00:20:00,00:15:00,23:00:00,23,46766.65,2685.49,12475,190143.89,Occidente
205,17-07-0205,16,2,57.99,93,9,20.81,107,Chiapas,Villa Corzo,Rincón Pablo,INTENCIONAL,05/04/2017,07/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,30,31,0,61,51 a 100 Hectáreas,01:00:00,11:00:00,23:00:00,23,45516,929.76,2182.82,33270.48,Sureste
7,17-28-0007,23,8,23.04,98,21,49.6,8,Tamaulipas,Casas,Ejido Eduardo Benavides,ACTIVIDADES AGROPECUARIAS,02/04/2017,07/04/2017,abril,4 a 7 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,200,0,144,0,344,Mayor a 100 Hectáreas,00:45:00,00:50:00,23:00:00,23,42119.99,5239.13,10813.43,164818.28,Noreste
49,17-24-0049,21,56,21.5,98,53,23.3,40,San Luis Potosí,Tamuín,Hotel Taninul,QUEMA DE BASUREROS,07/04/2017,09/04/2017,abril,2 a 3 Días,Superficial,Selva baja caducifolia - SBC,IMPACTO MÍNIMO,0,0,2,1,0,0,3,0 a 5 Hectáreas,00:05:00,00:10:00,23:00:00,23,34340,45.73,212.41,3237.59,Occidente
271,17-10-0271,23,12,12.73,104,22,6.19,14,Durango,Mezquital,COM. SANTA MARIA DE OCOTAN Y XOCONOXTLE (EL SANTO NIÑO),FOGATAS,19/04/2017,21/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,4,0,11,11,11,0,38,21 a 50 Hectáreas,00:45:00,00:50:00,23:00:00,23,30240,583.01,1833.45,31037.03,Norte
283,17-07-0283,16,27,56.5,93,57,25.9,17,Chiapas,Cintalapa,Las Moradas,ACTIVIDADES AGROPECUARIAS,27/04/2017,29/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,15,25,0,40,21 a 50 Hectáreas,01:00:00,00:30:00,23:00:00,23,26503,609.68,2129.45,32457.03,Sureste
296,17-07-0296,16,28,56.99,92,28,7.99,94,Chiapas,Teopisca,Bienes Comunales Teopisca,ACTIVIDADES AGROPECUARIAS,28/04/2017,01/05/2017,abril,4 a 7 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,20,0,30,0,50,21 a 50 Hectáreas,05:00:00,14:00:00,23:00:00,23,24796,762.1,1572.95,23974.96,Sureste
231,17-14-0231,19,28,40.9,104,32,15.8,21,Jalisco,Casimiro Castillo,El Asadero,INTENCIONAL,11/04/2017,12/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,11,16,60,0,87,51 a 100 Hectáreas,00:30:00,00:00:00,23:00:00,23,19928,1323.77,2732.22,41644.51,Occidente
200,17-20-0200,16,26,3.1,97,6,49.3,277,Oaxaca,Villa Sola de Vega,Los Sabinos,OTRAS CAUSAS,22/04/2017,23/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,40,40,30,18,128,Mayor a 100 Hectáreas,01:30:00,08:00:00,23:00:00,23,19762.05,1950.98,4026.76,61375.91,Centro
32,17-18-0032,21,12,1,104,37,14,14,Nayarit,Santa María del Oro,El Ahualamo,FUMADORES,05/04/2017,06/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,25,38,0,63,51 a 100 Hectáreas,01:10:00,01:40:00,23:00:00,23,19412,960.25,2254.38,34361.32,Occidente
155,17-12-0155,17,4,46.6,98,17,57.8,78,Guerrero,Cochoapa el Grande,Arroyo Prieto,ACTIVIDADES AGROPECUARIAS,05/04/2017,09/04/2017,abril,4 a 7 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,20,30,130,0,180,Mayor a 100 Hectáreas,02:00:00,11:00:00,23:00:00,23,19024,2743.56,6441.1,98175.19,Centro
59,17-24-0059,21,39,48.3,99,31,10.8,19,San Luis Potosí,Lagunillas,Tinaja Enterrada,FOGATAS,25/04/2017,27/04/2017,abril,2 a 3 Días,Superficial,Selva baja caducifolia - SBC,IMPACTO MÍNIMO,0,0,13,0,25,5,43,21 a 50 Hectáreas,00:20:00,00:40:00,23:00:00,23,18720,661.5,3072.9,46837.19,Occidente
420,17-21-0420,19,44,53.4,97,40,44.1,212,Puebla,Zautla,Loma de Ocotzingo,INTENCIONAL,22/04/2017,23/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,5,13,10,0,0,28,21 a 50 Hectáreas,00:10:00,02:10:00,23:00:00,23,16650,429.82,1501.26,22882.2,Centro
187,17-12-0187,17,20,34.5,99,32,19.29,29,Guerrero,Chilpancingo de los Bravo,Zoyatepec.,ACTIVIDADES AGROPECUARIAS,30/04/2017,04/05/2017,abril,4 a 7 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,10,20,89,20,139,Mayor a 100 Hectáreas,00:30:00,36:30:00,23:00:00,23,15102.5,2118.64,7399.83,112788.17,Centro
46,17-24-0046,22,25,6.06,99,34,39.5,10,San Luis Potosí,Ciudad del Maíz,Parque de los Chihues,INTENCIONAL,04/04/2017,05/04/2017,abril,2 a 3 Días,Superficial,Matorral Submontano - MSM,IMPACTO MÍNIMO,0,0,69,24,0,0,93,51 a 100 Hectáreas,00:10:00,00:50:00,23:00:00,23,10940,1414.46,2073.33,31601.72,Occidente
23,17-26-0023,28,25,35.95,109,8,44.73,69,Sonora,Yécora,Agua Salada,FOGATAS,18/04/2017,24/04/2017,abril,4 a 7 Días,Superficial,Selva baja caducifolia - SBC,IMPACTO MÍNIMO,0,0,0,979,979,0,1959,Mayor a 100 Hectáreas,02:00:00,01:00:00,23:00:00,23,10496.04,29857.1,138696.27,2114008.55,Noroeste
28,17-22-0028,21,37,26.58,99,9,58.57,9,Querétaro,Jalpan de Serra,Rancho Nuevo,ACTIVIDADES AGROPECUARIAS,30/04/2017,02/05/2017,abril,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,3,0,4,0,7,6 a 10 Hectáreas,00:30:00,01:00:00,23:00:00,23,10350,113.66,234.59,3575.63,Centro
167,17-12-0167,17,10,59.53,99,40,34.86,1,Guerrero,Acapulco de Juárez,Tortolitas,OTRAS CAUSAS,23/04/2017,24/04/2017,abril,2 a 3 Días,Superficial,Selva baja caducifolia - SBC,IMPACTO MÍNIMO,0,0,1,1,3,0,5,0 a 5 Hectáreas,01:00:00,18:00:00,23:00:00,23,9295,77.89,361.81,5514.7,Centro
141,17-14-0141,19,51,56.9,105,2,28.2,100,Jalisco,Tomatlán,San Pablo,CAZADORES,01/04/2017,02/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,12,0,30,0,42,21 a 50 Hectáreas,01:00:00,01:30:00,23:00:00,23,8846.4,634.07,1308.7,19947.17,Occidente
243,17-07-0243,15,7,41.56,92,43,20.17,51,Chiapas,Mapastepec,Reserva de la Biosfera la Encrucijada,ACTIVIDADES AGROPECUARIAS,19/04/2017,20/04/2017,abril,2 a 3 Días,Mixto,Selva baja subcaducifolia - SBS,IMPACTO SEVERO,0,0,2,0,0,0,2,0 a 5 Hectáreas,00:30:00,01:00:00,23:00:00,23,7015,30.48,141.61,2158.4,Sureste
37,17-24-0037,21,52,59.2,99,27,6.7,23,San Luis Potosí,Rayón,El Carnero,FUMADORES,02/04/2017,04/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,5,0,38,0,43,21 a 50 Hectáreas,00:10:00,00:20:00,23:00:00,23,5610,656.93,1355.89,20666.42,Occidente
531,17-16-0531,19,31,22.3,100,26,7.4,98,Michoacán,Tuxpan,Pequeña Propiedad Zirahuato,INTENCIONAL,25/04/2017,26/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino-Pino - BQP,IMPACTO MÍNIMO,0,3,10,0,11,0,24,21 a 50 Hectáreas,00:10:00,00:10:00,23:00:00,23,5120,361.24,848.08,12926.4,Occidente
217,17-07-0217,16,29,29.18,93,25,42.17,108,Chiapas,Villaflores,La Mocri,INTENCIONAL,11/04/2017,13/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino-Pino - BQP,IMPACTO MÍNIMO,0,0,0,0,2,0,2,0 a 5 Hectáreas,00:30:00,01:00:00,23:00:00,23,4632,30.48,71.57,1090.84,Sureste
472,17-10-0472,23,21,51.53,105,10,42.19,23,Durango,Pueblo Nuevo,COM. SAN BERNARDINO NDE MILPILLAS CHICO (EL PICUDO),ACTIVIDADES AGROPECUARIAS,01/04/2017,02/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,3,2,12,10,7,0,34,21 a 50 Hectáreas,00:30:00,00:30:00,23:00:00,23,3150,518.23,1109.3,18544.2,Norte
270,17-14-0270,19,57,0,103,14,49.9,26,Jalisco,Concepción de Buenos Aires,La Casita de Agua 2,ACTIVIDADES AGROPECUARIAS,09/04/2017,10/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,0,16,0,16,11 a 20 Hectáreas,00:10:00,00:15:00,23:05:00,23.08,6456,242.96,848.58,12934.13,Occidente
159,17-14-0159,20,45,38.88,103,35,9.87,120,Jalisco,Zapopan,El Roble,INTENCIONAL,04/04/2017,05/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,40,12,0,52,51 a 100 Hectáreas,00:10:00,01:00:00,23:10:00,23.17,20478.2,797,1645,25073.02,Occidente
143,17-17-0143,19,1,4.2,99,3,35.5,20,Morelos,Tepoztlán,Santo Domingo,QUEMA DE BASUREROS,03/04/2017,05/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,24,0,15,0,39,21 a 50 Hectáreas,00:25:00,00:48:00,23:13:00,23.22,70096,597.49,1402.73,21380.38,Centro
327,17-14-0327,19,38,0.5,103,40,10.3,113,Jalisco,San Gabriel,El Cerrito,ACTIVIDADES AGROPECUARIAS,25/04/2017,26/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,25,0,0,0,25,21 a 50 Hectáreas,00:15:00,01:30:00,23:15:00,23.25,6931.2,377.24,885.65,13499.09,Occidente
284,17-29-0284,19,27,38.5,98,22,25.2,12,Tlaxcala,Españita,Mitepec,ACTIVIDADES AGROPECUARIAS,01/04/2017,02/04/2017,abril,2 a 3 Días,Superficial,Bosque de Táscate - BJ,IMPACTO MÍNIMO,2,0,10,8,4,0,24,21 a 50 Hectáreas,00:10:00,00:40:00,23:20:00,23.33,5941.71,368.86,254.97,4236.35,Centro
331,17-14-0331,20,14,35.36,104,54,12.1,84,Jalisco,Talpa de Allende,El Bonete,INTENCIONAL,27/04/2017,28/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,75,0,400,0,475,Mayor a 100 Hectáreas,01:00:00,00:40:00,23:20:00,23.33,2374,7239.95,16997.34,259073.42,Occidente
284,17-14-0284,19,44,52,103,36,12,23,Jalisco,Zapotlán el Grande,Palo Chaparro,ACTIVIDADES AGROPECUARIAS,20/04/2017,21/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,120,0,0,0,120,Mayor a 100 Hectáreas,00:10:00,02:50:00,23:30:00,23.5,14666.6,1834.07,4305.87,65630.12,Occidente
241,17-12-0241,17,20,32.8,99,34,42.5,29,Guerrero,Chilpancingo de los Bravo,Tlahuizapa,ACTIVIDADES AGROPECUARIAS,21/04/2017,22/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,2,3,5,0,9,6 a 10 Hectáreas,00:30:00,14:00:00,23:30:00,23.5,7246,138.7,484.45,7383.97,Centro
148,17-10-0148,25,4,23.7,106,18,24.5,2,Durango,Canelas,SALTO DE CAMELLONES (EL CHORRITO),OTRAS CAUSAS,23/04/2017,24/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,1,1,1,1,1,0,3,0 a 5 Hectáreas,00:20:00,01:10:00,23:30:00,23.5,5880,52.58,157.05,2799.42,Norte
294,17-07-0294,16,18,26.9,93,50,27.4,9,Chiapas,Arriaga,Innominado,ACTIVIDADES AGROPECUARIAS,29/04/2017,30/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,4,1,0,5,0 a 5 Hectáreas,03:00:00,16:30:00,23:30:00,23.5,4144,76.21,266.18,4057.13,Sureste
320,17-21-0320,19,1,46.7,98,29,18.2,175,Puebla,Tianguismanalco,Huajolote,INTENCIONAL,01/04/2017,02/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,35,35,0,0,70,51 a 100 Hectáreas,00:10:00,01:00:00,23:30:00,23.5,1850,1066.94,2202.14,33564.95,Centro
205,17-14-0205,20,30,53.72,104,14,20.98,6,Jalisco,Ameca,El Divisadero,FUMADORES,06/04/2017,08/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,33,0,100,0,133,Mayor a 100 Hectáreas,24:00:00,01:00:00,23:35:00,23.58,10278,2033.74,4197.58,63979.59,Occidente
244,17-07-0244,16,43,9.5,93,57,27.75,17,Chiapas,Cintalapa,El Dorado II,CAZADORES,19/04/2017,20/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,29,0,0,29,21 a 50 Hectáreas,01:40:00,10:00:00,23:40:00,23.67,21564.2,442.02,1037.73,15817.11,Sureste
60,17-01-0060,21,52,42.41,102,25,19.91,1,Aguascalientes,Aguascalientes,El Muerto,FOGATAS,25/04/2017,28/04/2017,abril,4 a 7 Días,Superficial,Pastizal Natural - PN,IMPACTO MÍNIMO,12,0,247,510,0,16,785,Mayor a 100 Hectáreas,00:15:00,01:15:00,23:45:00,23.75,676302.75,11958.26,9598.13,148522.83,Occidente
228,17-13-0228,20,38,27.09,98,37,5.68,81,Hidalgo,Zacualtipán de Ángeles,Las Canoas,FUMADORES,25/04/2017,26/04/2017,abril,2 a 3 Días,Superficial,Bosque Mesófilo - BM,IMPACTO MÍNIMO,0,2,5,0,0,0,7,6 a 10 Hectáreas,00:05:00,01:35:00,23:45:00,23.75,2910,112.33,294.95,4495.62,Centro
339,17-14-0339,21,7,38.84,103,29,24.83,71,Jalisco,San Cristóbal de la Barranca,La Lobera,INTENCIONAL,28/04/2017,04/05/2017,abril,4 a 7 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,628,800,1400,0,2828,Mayor a 100 Hectáreas,01:00:00,02:00:00,23:50:00,23.83,32584,43110.93,88979.8,1356230.09,Occidente
402,17-09-0402,19,9,1.7,99,16,17.3,12,Ciudad de México,Tlalpan,Ajusco,INTENCIONAL,03/04/2017,03/04/2017,abril,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,4,0,4,138,0,0,146,Mayor a 100 Hectáreas,00:05:00,00:25:00,23:05:00,47.08,12770,2219.24,7538.24,118143.58,Centro
411,17-09-0411,19,10,11.4,99,5,49.5,9,Ciudad de México,Milpa Alta,San Salvador Cuauhtenco,ACTIVIDADES AGROPECUARIAS,03/04/2017,03/04/2017,abril,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,1,0,0,1,0 a 5 Hectáreas,00:05:00,01:40:00,03:12:12,75.2,2881,16.77,58.56,892.57,Centro
430,17-09-0430,19,34,55.3,99,7,32.6,5,Ciudad de México,Gustavo A. Madero,Cuautepec,INTENCIONAL,04/04/2017,04/04/2017,abril,1 Día,Superficial,Bosque Inducido - BI,IMPACTO MÍNIMO,0,0,0,2,0,0,2,0 a 5 Hectáreas,00:05:00,00:11:00,08:00:12,80,3855,22.86,17.65,269.04,Centro
17,17-28-0017,23,41,1.18,99,26,48.21,17,Tamaulipas,Jaumave,Ejido Francisco I. Madero (Magueyes),NATURALES,24/08/2017,26/08/2017,agosto,2 a 3 Días,Superficial,Matorral Submontano - MSM,IMPACTO MÍNIMO,0,0,0,1,0,0,1,0 a 5 Hectáreas,00:20:00,00:45:00,00:00:00,0,19708,15.24,22.34,340.54,Noreste
136,17-02-0136,31,55,7.51,116,21,0.52,1,Baja California,Ensenada,Las Codornices,INTENCIONAL,30/08/2017,04/09/2017,agosto,4 a 7 Días,Superficial,Chaparral - ML,IMPACTO MÍNIMO,275,0,6638,300,0,0,7213,Mayor a 100 Hectáreas,00:05:00,00:05:00,00:30:00,0.5,138400,109947.56,556877.52,8824339.02,Noroeste
134,17-02-0134,31,23,13.44,116,14,9.62,1,Baja California,Ensenada,San Jacinto,INTENCIONAL,29/08/2017,02/09/2017,agosto,4 a 7 Días,Superficial,Chaparral - ML,IMPACTO MÍNIMO,0,0,1150,50,0,0,1200,Mayor a 100 Hectáreas,24:15:00,01:45:00,01:00:00,1,86863.2,18290.4,96311.43,1467978.87,Noroeste
123,17-02-0123,32,32,25.9,116,24,37.8,3,Baja California,Tecate,Lomatova,QUEMA DE BASUREROS,13/08/2017,13/08/2017,agosto,1 Día,Superficial,Pastizal Natural - PN,IMPACTO MÍNIMO,0,0,0,2,0,0,2,0 a 5 Hectáreas,00:05:00,00:21:00,01:15:00,1.25,7230,25.91,21.11,321.82,Noroeste
130,17-02-0130,32,6,50.9,116,38,14.7,1,Baja California,Ensenada,Camino Vecinal  a San Jose de La Zorra,QUEMA DE BASUREROS,22/08/2017,22/08/2017,agosto,1 Día,Superficial,Chaparral - ML,IMPACTO MÍNIMO,0,0,2,0,0,0,2,0 a 5 Hectáreas,00:10:00,00:05:00,01:25:00,1.42,4504.55,30.48,160.52,2446.63,Noroeste
115,17-02-0115,31,47,0.3,116,34,1.4,1,Baja California,Ensenada,Cerro del escorpion,QUEMA DE BASUREROS,07/08/2017,07/08/2017,agosto,1 Día,Superficial,Pastizal Natural - PN,IMPACTO MÍNIMO,0,0,1,3,0,0,4,0 a 5 Hectáreas,00:05:00,00:15:00,01:40:00,1.67,5965,60.97,49.68,757.23,Noroeste
117,17-02-0117,32,25,48.19,117,1,22.46,4,Baja California,Tijuana,Santa Fe,QUEMA DE BASUREROS,08/08/2017,08/08/2017,agosto,1 Día,Superficial,Pastizal Natural - PN,IMPACTO MÍNIMO,0,0,0,4,0,0,4,0 a 5 Hectáreas,00:20:00,00:15:00,02:00:00,2,11562,60.97,49.68,757.23,Noroeste
119,17-02-0119,32,4,15.3,116,34,11,1,Baja California,Ensenada,Rancho Santiago,QUEMA DE BASUREROS,09/08/2017,09/08/2017,agosto,1 Día,Superficial,Pastizal Natural - PN,IMPACTO MÍNIMO,0,0,0,2,0,0,2,0 a 5 Hectáreas,00:05:00,00:05:00,02:00:00,2,7748,30.48,24.84,378.61,Noroeste
129,17-02-0129,31,52,36.3,116,33,10.3,1,Baja California,Ensenada,Cerro Aledaño Gomez Morin,QUEMA DE BASUREROS,19/08/2017,19/08/2017,agosto,1 Día,Superficial,Chaparral - ML,IMPACTO MÍNIMO,0,0,3,0,0,0,3,0 a 5 Hectáreas,00:05:00,00:05:00,02:01:00,2.02,21661.6,38.11,200.65,3058.29,Noroeste
