Número de Incendio,Clave del incendio,Grados,Minutos,Segundos,Grados,Minutos,Segundos,Clave municipio,Estado,Municipio,Predio,Causa,Fecha Inicio,Fecha Termino,Mes Acontecimiento,Duración días,Tipo de incendio,Tipo Vegetacion,Tipo Impacto,Arbolado Adulto,Renuevo,Arbustivo,Herbaceo,Hojarasca,Suelo Organico,Total Hectareas,Tamaño,Deteccion,Llegada,Duracion HMS,Duracion H,Costos MXN,Superficie Salvada,CO2 emitido,CO2 Evito emitir,Region
96,17-12-0096,17,37,35.22,99,34,30.11,75,Guerrero,Eduardo Neri,Jalapa,FUMADORES,27/03/2017,27/03/2017,marzo,1 Día,Superficial,Palmar Natural - VPN,IMPACTO MÍNIMO,0,0,1,0,0,0,1,0 a 5 Hectáreas,00:30:00,01:00:00,05:30:00,5.5,6155.85,17.22,11.14,169.81,Centro
660,17-15-0660,19,59,52.7,99,57,12.2,1,México,Acambay,Ejido Santa Maria Tixmadeje,INTENCIONAL,27/03/2017,27/03/2017,marzo,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MODERADO,0,0,3,0,0,0,3,0 a 5 Hectáreas,00:10:00,01:55:00,05:30:00,5.5,3836,45.73,159.71,2434.28,Centro
77,17-08-0077,28,9,52.7,108,17,8.5,51,Chihuahua,Ocampo,P.P. Lote A,OTRAS CAUSAS,21/03/2017,21/03/2017,marzo,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,0,1,0,1,0 a 5 Hectáreas,00:05:00,01:00:00,05:30:00,5.5,1804,7.62,17.89,272.71,Norte
46,17-32-0046,21,28,2.65,103,22,18.85,47,Zacatecas,Teúl de González Ortega,Los Cisneros,ACTIVIDADES AGROPECUARIAS,26/03/2017,26/03/2017,marzo,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,2,6,5,0,13,11 a 20 Hectáreas,00:15:00,00:45:00,05:30:00,5.5,1719.8,194.79,402.05,6128,Occidente
60,17-08-0060,26,54,39.04,107,2,18.16,27,Chihuahua,Guachochi,P.P. Rio Verde,FOGATAS,29/03/2017,29/03/2017,marzo,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,1,1,2,4,0 a 5 Hectáreas,00:07:00,01:00:00,05:30:00,5.5,1628,65.54,153.87,2345.3,Norte
45,17-01-0045,21,56,13.46,102,12,16.69,1,Aguascalientes,Aguascalientes,Puerta de los Viejitos,OTRAS CAUSAS,30/03/2017,30/03/2017,marzo,1 Día,Superficial,Matorral Crasicaule - MC,IMPACTO MÍNIMO,0,0,7,13,0,0,20,11 a 20 Hectáreas,00:20:00,01:25:00,05:35:00,5.58,10020.43,309.72,453.99,6919.69,Occidente
231,17-29-0231,19,29,5.2,98,5,28.1,31,Tlaxcala,Tetla de la Solidaridad,Ejido de Tetla,INTENCIONAL,21/03/2017,21/03/2017,marzo,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,1,0,9,2,0,12,11 a 20 Hectáreas,00:05:00,00:30:00,05:35:00,5.58,2035.6,182.9,377.51,5753.99,Centro
86,17-14-0086,20,24,33,104,26,43.01,62,Jalisco,Mixtlán,San Juan,INTENCIONAL,02/03/2017,02/03/2017,marzo,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,3,0,0,3,0 a 5 Hectáreas,01:00:00,01:00:00,05:36:00,5.6,14907,44.66,92.18,1404.93,Occidente
99,17-12-0099,17,32,30.69,99,28,22.23,29,Guerrero,Chilpancingo de los Bravo,Chilpancingo,QUEMA DE BASUREROS,30/03/2017,30/03/2017,marzo,1 Día,Superficial,Palmar Inducido - VPI,IMPACTO MÍNIMO,0,0,3,7,0,0,10,6 a 10 Hectáreas,00:10:00,00:15:00,05:40:00,5.67,12648.8,155.47,100.56,1532.79,Centro
243,17-09-0243,19,9,26.3,99,11,41.3,12,Ciudad de México,Tlalpan,San Miguel Topilejo,INTENCIONAL,02/03/2017,02/03/2017,marzo,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,11,0,0,11,6 a 10 Hectáreas,00:05:00,00:25:00,05:40:00,5.67,10459,161.57,564.3,8601.11,Centro
83,17-14-0083,20,22,12.5,104,35,31.7,12,Jalisco,Atenguillo,Jacales,FUMADORES,01/03/2017,01/03/2017,marzo,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,6,0,4,0,10,6 a 10 Hectáreas,00:30:00,00:30:00,05:40:00,5.67,9262,148,347.46,5296.01,Occidente
134,17-13-0134,20,5,19.3,98,15,16.4,16,Hidalgo,Cuautepec de Hinojosa,Ejido Huayapita,ACTIVIDADES AGROPECUARIAS,25/03/2017,25/03/2017,marzo,1 Día,Subterráneo,Bosque de Pino - BP,IMPACTO MÍNIMO,0,5,11,0,0,0,16,11 a 20 Hectáreas,00:05:00,01:10:00,05:40:00,5.67,5255,248.44,867.75,13226.24,Centro
142,17-20-0142,16,47,40.82,96,49,33.82,387,Oaxaca,Santa Gertrudis,Santa Gertrudis,OTRAS CAUSAS,26/03/2017,26/03/2017,marzo,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,2,4,0,0,6,6 a 10 Hectáreas,00:30:00,00:20:00,05:40:00,5.67,4708.44,91.45,188.75,2877,Centro
146,17-16-0146,19,40,22,100,54,16,40,Michoacán,Indaparapeo,Las Peras,OTRAS CAUSAS,04/03/2017,04/03/2017,marzo,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,4,1,0,0,4,0 a 5 Hectáreas,00:10:00,01:05:00,05:40:00,5.67,4499.96,66.91,157.09,2394.38,Occidente
228,17-21-0228,19,2,12.7,97,19,29,45,Puebla,Chalchicomula de Sesma,San Francisco Cuautlancingo,OTRAS ACTIVIDADES PRODUCTIVAS,02/03/2017,02/03/2017,marzo,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,2,4,0,0,6,0 a 5 Hectáreas,00:05:00,00:40:00,05:40:00,5.67,3850,85.36,298.12,4543.98,Centro
92,17-14-0092,20,13,29,104,43,32,84,Jalisco,Talpa de Allende,La Cumbre de la Cuesta,INTENCIONAL,10/03/2017,10/03/2017,marzo,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,1,0,0,1,0 a 5 Hectáreas,00:30:00,00:30:00,05:40:00,5.67,2132,17.38,40.79,621.78,Occidente
703,17-15-0703,19,14,55.7,100,10,19.1,110,México,Valle de Bravo,Particular del Señor Jose Luis Castillo,OTRAS ACTIVIDADES PRODUCTIVAS,30/03/2017,30/03/2017,marzo,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MODERADO,0,0,9,0,0,0,9,6 a 10 Hectáreas,00:05:00,00:55:00,05:45:00,5.75,7944,129.56,304.16,4636.05,Centro
343,17-09-0343,19,7,11.2,99,12,28.8,12,Ciudad de México,Tlalpan,San Miguel Topilejo,ACTIVIDADES AGROPECUARIAS,24/03/2017,24/03/2017,marzo,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,7,0,0,7,6 a 10 Hectáreas,00:05:00,00:45:00,05:45:00,5.75,7238,109.74,383.3,5842.27,Centro
36,17-01-0036,21,51,42.9,102,13,3.4,1,Aguascalientes,Aguascalientes,Norias de Paso Hondo,INTENCIONAL,23/03/2017,23/03/2017,marzo,1 Día,Superficial,Matorral Crasicaule - MC,IMPACTO MÍNIMO,0,0,4,8,0,0,11,11 a 20 Hectáreas,00:05:00,00:23:00,05:45:00,5.75,6667.05,169.8,248.89,3793.57,Occidente
179,17-16-0179,19,30,25,101,52,50.3,90,Michoacán,Tingambato,Ejido Tingambato,ACTIVIDADES AGROPECUARIAS,18/03/2017,18/03/2017,marzo,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,2,0,0,2,0 a 5 Hectáreas,00:10:00,00:40:00,05:45:00,5.75,4666.62,30.48,71.57,1090.84,Occidente
206,17-16-0206,19,39,38.6,102,28,26.8,95,Michoacán,Tocumbo,Ej Santa Clara,INTENCIONAL,22/03/2017,22/03/2017,marzo,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,1,0,0,1,0 a 5 Hectáreas,00:15:00,00:10:00,05:50:00,5.83,5987,13.72,47.91,730.28,Occidente
82,17-30-0082,20,32,36.9,98,17,29.1,198,Veracruz,Zacualpan,Particular,ACTIVIDADES AGROPECUARIAS,27/03/2017,27/03/2017,marzo,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,1,0,0,0,1,0 a 5 Hectáreas,00:05:00,03:15:00,05:50:00,5.83,4887,15.24,31.46,479.5,Centro
277,17-29-0277,19,26,34.8,98,17,8.1,40,Tlaxcala,Xaltocan,San Simion,ACTIVIDADES AGROPECUARIAS,30/03/2017,30/03/2017,marzo,1 Día,Superficial,Bosque de Encino-Pino - BQP,IMPACTO MÍNIMO,0,0,0,21,0,0,21,21 a 50 Hectáreas,00:10:00,00:40:00,05:50:00,5.83,4495.26,320.08,751.46,11453.77,Centro
390,17-15-0390,19,22,17.8,98,40,54.8,39,México,Ixtapaluca,Ejido Rio Frio,OTRAS ACTIVIDADES PRODUCTIVAS,01/03/2017,01/03/2017,marzo,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,2,0,0,0,2,0 a 5 Hectáreas,00:05:00,00:50:00,05:50:00,5.83,4051,30.48,106.47,1622.85,Centro
282,17-21-0282,19,6,51.9,97,54,13.26,1,Puebla,Acajete,La joya,INTENCIONAL,23/03/2017,23/03/2017,marzo,1 Día,Superficial,Bosque de Encino-Pino - BQP,IMPACTO MÍNIMO,0,0,0,5,0,0,5,0 a 5 Hectáreas,00:10:00,00:40:00,05:50:00,5.83,2100,76.21,178.92,2727.09,Centro
44,17-01-0044,21,59,49,102,14,2.1,11,Aguascalientes,San Francisco de los Romo,Ejido Loretito,RESIDUOS DE APROVECHAMIENTO FORESTAL,30/03/2017,30/03/2017,marzo,1 Día,Superficial,Matorral Crasicaule - MC,IMPACTO MÍNIMO,0,0,9,19,0,0,28,21 a 50 Hectáreas,01:05:00,00:15:00,05:55:00,5.92,13441.43,431.2,632.05,9633.76,Occidente
165,17-14-0165,19,19,45.1,103,8,37.2,49,Jalisco,Jilotlán de los Dolores,Cerro de las Antenas,FOGATAS,27/03/2017,27/03/2017,marzo,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,0,13,0,13,11 a 20 Hectáreas,00:15:00,01:50:00,05:55:00,5.92,11932.4,196.01,460.18,7014.07,Occidente
621,17-15-0621,19,22,2.8,98,40,54.5,39,México,Ixtapaluca,Ejido Rio Frio ,ACTIVIDADES AGROPECUARIAS,23/03/2017,23/03/2017,marzo,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,8,0,0,0,8,6 a 10 Hectáreas,00:05:00,01:00:00,05:55:00,5.92,5965,121.94,425.89,6491.41,Centro
185,17-16-0185,19,28,16.39,101,58,57.63,102,Michoacán,Uruapan,Ejido San Francisco Uruapan ,OTRAS CAUSAS,21/03/2017,21/03/2017,marzo,1 Día,Mixto,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,7,0,0,7,6 a 10 Hectáreas,00:05:00,00:25:00,05:55:00,5.92,3333.3,106.69,250.49,3817.92,Occidente
173,17-17-0173,19,3,41,99,13,4.3,9,Morelos,Huitzilac,Huitzilac,ACTIVIDADES AGROPECUARIAS,24/03/2017,24/03/2017,marzo,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,1,0,0,0,1,0 a 5 Hectáreas,00:05:00,00:40:00,05:55:00,5.92,1575,7.62,17.89,272.71,Centro
17,17-23-0017,18,38,46.5,87,44,56.1,4,Quintana Roo,Othón P. Blanco,Mahahual,LIMPIAS DE DERECHO DE VÍA,16/03/2017,31/03/2017,marzo,Mayor de 7 Días,Mixto,Selva baja subperennifolia - SBQ,IMPACTO MÍNIMO,0,0,99,0,0,0,99,51 a 100 Hectáreas,26:00:00,02:00:00,06:00:00,6,806565.88,1509.72,7013.16,106894.56,Sureste
19,17-31-0019,20,57,52.6,89,52,9.3,38,Yucatán,Hunucmá,Ejido Hunkanab,FUMADORES,09/03/2017,14/03/2017,marzo,4 a 7 Días,Superficial,Selva baja caducifolia - SBC,IMPACTO MÍNIMO,5,0,163,0,0,0,168,Mayor a 100 Hectáreas,01:25:00,01:35:00,06:00:00,6,563670,2560.66,11541.09,181305.26,Sureste
159,17-20-0159,17,25,44,98,10,48,537,Oaxaca,Silacayoápam,San Jerónimo Progreso,FOGATAS,26/03/2017,01/04/2017,marzo,4 a 7 Días,Superficial,Bosque de Pino - BP,IMPACTO MODERADO,30,50,0,100,1470,50,1700,Mayor a 100 Hectáreas,04:00:00,02:00:00,06:00:00,6,238600,25911.4,88904.4,1379423.7,Centro
39,17-08-0039,28,17,54.31,107,39,38.05,31,Chihuahua,Guerrero,"Ej. Bilaguchi, Ej. Tacuba, P.P. La Gavilana, P.P. Triguitos",ACTIVIDADES AGROPECUARIAS,25/03/2017,02/04/2017,marzo,Mayor de 7 Días,Superficial,Bosque de Encino-Pino - BQP,IMPACTO MÍNIMO,0,0,623,2703,832,0,4158,Mayor a 100 Hectáreas,00:15:00,01:30:00,06:00:00,6,184893,63376.24,148789.33,2267846.94,Norte
9,17-04-0009,19,26,31.6,89,20,54.4,6,Campeche,Hopelchén,Iturbide,ACTIVIDADES AGROPECUARIAS,20/03/2017,28/03/2017,marzo,Mayor de 7 Días,Superficial,Selva mediana subperennifolia - SMQ,IMPACTO MODERADO,202,60,320,101,0,0,683,Mayor a 100 Hectáreas,00:30:00,00:30:00,06:00:00,6,85547,10402.67,13885.59,300618.29,Sureste
27,17-31-0027,19,56,47.4,89,3,25.5,98,Yucatán,Tzucacab,Ejido Sabecan,ACTIVIDADES AGROPECUARIAS,25/03/2017,03/04/2017,marzo,Mayor de 7 Días,Mixto,Selva mediana caducifolia - SMC,IMPACTO MODERADO,180,0,10,0,121,0,311,Mayor a 100 Hectáreas,05:00:00,14:00:00,06:00:00,6,82700,4740.26,3785.66,136985.04,Sureste
24,17-31-0024,20,14,12.1,89,26,41.3,56,Yucatán,Oxkutzcab,Ejido Oxkutzcab,ACTIVIDADES AGROPECUARIAS,24/03/2017,29/03/2017,marzo,4 a 7 Días,Mixto,Selva mediana caducifolia - SMC,IMPACTO MÍNIMO,6,0,9,0,0,0,14,11 a 20 Hectáreas,03:00:00,01:30:00,06:00:00,6,49350,213.39,245.63,6166.53,Sureste
129,17-20-0129,15,49,26.76,96,33,28.8,12,Oaxaca,Candelaria Loxicha,Los Horcones,FOGATAS,24/03/2017,28/03/2017,marzo,4 a 7 Días,Superficial,Selva mediana caducifolia - SMC,IMPACTO MÍNIMO,2,0,5,8,5,0,20,11 a 20 Hectáreas,01:00:00,04:00:00,06:00:00,6,38060.25,304.84,520.17,8809.33,Centro
105,17-20-0105,17,43,55.9,98,22,8.4,567,Oaxaca,Zapotitlán Lagunas,Zapotitlán Lagunas,ACTIVIDADES AGROPECUARIAS,16/03/2017,18/03/2017,marzo,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,20,170,30,0,220,Mayor a 100 Hectáreas,00:30:00,01:00:00,06:00:00,6,24650,3353.24,6921,105489.84,Centro
23,17-24-0023,22,20,6.12,99,10,57.4,13,San Luis Potosí,Ciudad Valles,Zaragoza- Las Huertas,ACTIVIDADES AGROPECUARIAS,26/03/2017,29/03/2017,marzo,4 a 7 Días,Superficial,Selva baja caducifolia - SBC,IMPACTO MÍNIMO,0,0,79,35,0,0,114,Mayor a 100 Hectáreas,00:20:00,01:00:00,06:00:00,6,16270,1731.49,8043.36,122596.89,Occidente
28,17-24-0028,22,10,19.5,99,17,49.7,58,San Luis Potosí,El Naranjo,Chihuahuitas,INTENCIONAL,29/03/2017,01/04/2017,marzo,4 a 7 Días,Superficial,Selva baja caducifolia - SBC,IMPACTO MÍNIMO,0,0,95,50,10,0,155,Mayor a 100 Hectáreas,00:20:00,00:35:00,06:00:00,6,12535,2357.94,10953.41,166951.93,Occidente
168,17-16-0168,19,25,57.84,102,2,37.98,102,Michoacán,Uruapan,C.I. San Miguel,FOGATAS,10/03/2017,11/03/2017,marzo,2 a 3 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,1,2,0,0,3,0 a 5 Hectáreas,00:03:00,00:10:00,06:00:00,6,11999,45.73,159.71,2434.28,Occidente
176,17-07-0176,16,53,29.14,93,54,49.56,17,Chiapas,Cintalapa,Río Negro,ACTIVIDADES AGROPECUARIAS,31/03/2017,01/04/2017,marzo,2 a 3 Días,Superficial,Bosque de Encino-Pino - BQP,IMPACTO MÍNIMO,0,0,0,5,0,0,5,0 a 5 Hectáreas,01:00:00,01:00:00,06:00:00,6,10895.6,76.21,178.92,2727.09,Sureste
87,17-12-0087,17,15,48.99,100,35,1.84,57,Guerrero,Técpan de Galeana,Santa Maria-Canaleja y Loma Alta,ACTIVIDADES AGROPECUARIAS,18/03/2017,20/03/2017,marzo,2 a 3 Días,Superficial,Selva baja caducifolia - SBC,IMPACTO MÍNIMO,0,0,0,12,6,0,18,11 a 20 Hectáreas,21:00:00,29:00:00,06:00:00,6,10821,279.39,1297.84,19781.7,Centro
100,17-14-0100,22,6,5,104,21,24,61,Jalisco,Mezquitic,Las Cebolletas,FOGATAS,18/03/2017,19/03/2017,marzo,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,3,15,10,0,28,21 a 50 Hectáreas,01:00:00,10:00:00,06:00:00,6,9090,433.03,1001.95,15495.32,Occidente
135,17-20-0135,17,0,25,96,33,2.6,550,Oaxaca,San Jerónimo Tlacochahuaya,San Mateo Macuilxochilt,ACTIVIDADES AGROPECUARIAS,31/03/2017,31/03/2017,marzo,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,0,1,0,1,0 a 5 Hectáreas,00:30:00,01:30:00,06:00:00,6,8746.45,15.24,31.46,479.5,Centro
729,17-15-0729,19,14,27.5,99,25,39.2,62,México,Ocoyoacac,Comunal Tilapa,ACTIVIDADES AGROPECUARIAS,31/03/2017,31/03/2017,marzo,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,1,2,0,0,3,0 a 5 Hectáreas,00:20:00,01:00:00,06:00:00,6,7938,45.73,94.38,1438.5,Centro
61,17-12-0061,16,55,35.12,99,51,8.55,1,Guerrero,Acapulco de Juárez,Organos de San Agustin,OTRAS CAUSAS,05/03/2017,05/03/2017,marzo,1 Día,Superficial,Palmar Natural - VPN,IMPACTO MÍNIMO,0,0,10,12,15,0,37,21 a 50 Hectáreas,00:30:00,01:30:00,06:00:00,6,7709,562.43,363.8,5545.11,Centro
223,17-21-0223,19,2,53.3,98,31,32.7,138,Puebla,San Nicolás de los Ranchos,Teletra,OTRAS ACTIVIDADES PRODUCTIVAS,02/03/2017,03/03/2017,marzo,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,28,40,0,0,68,51 a 100 Hectáreas,00:10:00,01:30:00,06:00:00,6,7300,1039.5,2440.46,37197.49,Centro
164,17-07-0164,16,25,3.86,93,43,29.7,46,Chiapas,Jiquipilas,California,CAZADORES,29/03/2017,30/03/2017,marzo,2 a 3 Días,Superficial,Bosque de Encino-Pino - BQP,IMPACTO MÍNIMO,0,0,0,10,5,0,15,11 a 20 Hectáreas,02:00:00,03:00:00,06:00:00,6,7295.8,228.63,536.76,8181.27,Sureste
22,17-18-0022,21,28,16,104,43,29,17,Nayarit,Tepic,Ejido San Luis de Lozada,ACTIVIDADES AGROPECUARIAS,25/03/2017,25/03/2017,marzo,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,0,9,0,9,6 a 10 Hectáreas,00:30:00,00:25:00,06:00:00,6,5000,137.18,322.05,4908.76,Occidente
224,17-21-0224,19,50,41.9,97,46,38.8,172,Puebla,Tetela de Ocampo,Tatzalan,OTRAS CAUSAS,02/03/2017,02/03/2017,marzo,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,2,0,0,0,2,0 a 5 Hectáreas,00:10:00,02:30:00,06:00:00,6,4900,22.86,53.68,818.13,Centro
166,17-16-0166,19,29,13.9,100,41,43.6,34,Michoacán,Hidalgo,Ejido La Granja Fraccion Chaparro,ACTIVIDADES AGROPECUARIAS,11/03/2017,11/03/2017,marzo,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,1,0,0,0,1,0 a 5 Hectáreas,00:10:00,01:10:00,06:00:00,6,4666.62,22.1,51.89,790.86,Occidente
133,17-14-0133,22,6,55,104,1,9,61,Jalisco,Mezquitic,La Bella Flor,INTENCIONAL,26/03/2017,26/03/2017,marzo,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,5,10,5,0,20,11 a 20 Hectáreas,01:00:00,01:00:00,06:00:00,6,4603,305.75,717.82,10941.08,Occidente
26,17-24-0026,22,6,16,100,43,5.1,55,San Luis Potosí,Zaragoza,Xoconoxtle,ACTIVIDADES AGROPECUARIAS,30/03/2017,30/03/2017,marzo,1 Día,Superficial,Matorral Desértico Micrófilo - MDM,IMPACTO MÍNIMO,0,0,5,10,0,0,15,11 a 20 Hectáreas,00:15:00,00:40:00,06:00:00,6,4540,225.58,330.66,5039.93,Occidente
130,17-14-0130,21,1,38.6,104,1,44.5,40,Jalisco,Hostotipaquillo,La Labor de Guadalupe,INTENCIONAL,24/03/2017,24/03/2017,marzo,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,0,1,0,1,0 a 5 Hectáreas,00:30:00,01:00:00,06:00:00,6,4085.2,19.51,40.27,613.76,Occidente
45,17-32-0045,21,15,55.26,103,11,8.42,33,Zacatecas,Moyahua de Estrada,El Coyuque,ACTIVIDADES AGROPECUARIAS,26/03/2017,26/03/2017,marzo,1 Día,Superficial,Selva baja caducifolia - SBC,IMPACTO MÍNIMO,0,0,3,13,0,0,16,11 a 20 Hectáreas,00:20:00,00:20:00,06:00:00,6,3879.7,250.12,1161.9,17709.64,Occidente
98,17-14-0098,19,23,19.4,104,11,28.4,27,Jalisco,Cuautitlán de García Barragán,El Arrayan,INTENCIONAL,16/03/2017,16/03/2017,marzo,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,0,20,0,20,11 a 20 Hectáreas,01:00:00,01:30:00,06:00:00,6,3536,310.02,639.88,9753.01,Occidente
136,17-13-0136,20,0,0.5,98,26,43.8,57,Hidalgo,Singuilucan,El Magueycito,INTENCIONAL,25/03/2017,25/03/2017,marzo,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,4,0,0,0,4,0 a 5 Hectáreas,00:05:00,00:45:00,06:00:00,6,3535,53.35,125.24,1908.96,Centro
276,17-21-0276,18,59,37,97,58,28.8,40,Puebla,Cuautinchán,Cerro de Cemex,INTENCIONAL,22/03/2017,22/03/2017,marzo,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,10,10,0,0,20,11 a 20 Hectáreas,00:05:00,01:30:00,06:00:00,6,3400,310.94,641.77,9781.78,Centro
161,17-16-0161,19,33,39,100,17,44.2,61,Michoacán,Ocampo,Ejido Asoleadero,INTENCIONAL,13/03/2017,13/03/2017,marzo,1 Día,Mixto,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,0,1,1,1,0 a 5 Hectáreas,00:15:00,01:00:00,06:00:00,6,3299.97,19.81,46.52,709.04,Occidente
5,17-28-0005,23,27,1.71,99,31,2.88,17,Tamaulipas,Jaumave,Ejido Magdaleno Aguilar,FUMADORES,30/03/2017,30/03/2017,marzo,1 Día,Superficial,Matorral Submontano - MSM,IMPACTO MÍNIMO,0,0,10,6,0,0,16,11 a 20 Hectáreas,00:20:00,00:25:00,06:00:00,6,3250,248.44,364.17,5550.73,Noreste
52,17-08-0052,27,40,24.39,107,40,58.16,9,Chihuahua,Bocoyna,Ej. San Ignacio de Arareco,FOGATAS,24/03/2017,24/03/2017,marzo,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,0,3,0,3,0 a 5 Hectáreas,00:07:00,01:00:00,06:00:00,6,3250,45.73,107.35,1636.25,Norte
50,17-08-0050,28,0,58.51,107,28,55,31,Chihuahua,Guerrero,Comunidad Cojahuachi,FOGATAS,23/03/2017,23/03/2017,marzo,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,10,0,0,5,0,15,11 a 20 Hectáreas,00:07:00,01:00:00,06:00:00,6,3080,228.63,536.76,8181.27,Norte
52,17-32-0052,22,45,19.03,102,34,43.48,56,Zacatecas,Zacatecas,Cerro del Padre,OTRAS CAUSAS,29/03/2017,29/03/2017,marzo,1 Día,Superficial,Matorral Crasicaule - MC,IMPACTO MÍNIMO,0,0,0,1,0,0,1,0 a 5 Hectáreas,00:05:00,00:25:00,06:00:00,6,3062.7,19.97,29.27,446.1,Occidente
201,17-16-0201,19,37,27,102,33,55,95,Michoacán,Tocumbo,La Joya,INTENCIONAL,17/03/2017,17/03/2017,marzo,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,9,8,0,0,17,11 a 20 Hectáreas,00:15:00,00:50:00,06:00:00,6,2935.7,254.54,525.37,8007.64,Occidente
19,17-11-0019,20,58,4.8,101,20,35.56,37,Guanajuato,Silao,El Capulin,ACTIVIDADES AGROPECUARIAS,22/03/2017,22/03/2017,marzo,1 Día,Superficial,Pastizal Natural - PN,IMPACTO MÍNIMO,0,0,6,11,0,0,17,11 a 20 Hectáreas,00:05:00,00:55:00,06:00:00,6,2904,258.2,210.4,3206.86,Occidente
263,17-21-0263,19,9,0.8,98,1,55.4,163,Puebla,Tepatlaxco de Hidalgo,Cuatoro ,INTENCIONAL,20/03/2017,20/03/2017,marzo,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,5,20,0,0,25,21 a 50 Hectáreas,00:05:00,00:50:00,06:00:00,6,2850,381.05,1330.9,20285.64,Centro
137,17-07-0137,17,4,25.4,92,50,35.7,47,Chiapas,Jitotol,Ejido Jitotol,INTENCIONAL,23/03/2017,23/03/2017,marzo,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,2,0,0,0,2,0 a 5 Hectáreas,04:45:00,00:15:00,06:00:00,6,2324.8,30.48,106.47,1622.85,Sureste
141,17-16-0141,19,41,27.4,101,38,46.2,16,Michoacán,Coeneo,Ej. San Jeronimo,ACTIVIDADES AGROPECUARIAS,04/03/2017,04/03/2017,marzo,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MODERADO,6,1,0,5,0,0,12,11 a 20 Hectáreas,00:05:00,00:25:00,06:00:00,6,2200,180.01,196.81,6441.38,Occidente
209,17-16-0209,19,34,21,101,46,11.6,32,Michoacán,Erongarícuaro,Ejido San Francisco Uricho,FUMADORES,19/03/2017,19/03/2017,marzo,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO SEVERO,13,12,3,0,0,0,28,21 a 50 Hectáreas,00:10:00,00:40:00,06:00:00,6,1790,429.82,543.91,15380.78,Occidente
